 id,review_id,product_id,product_name,product_category,product_sector,user_id,user_name,rating,title,body,sentiment,helpful_votes,verified_purchase,created_at
a3227eb5-6399-4067-8134-29527ecec46d,REV-000011,PROD-01176,The North Face Nuptse 1996,Jackets,Fashion,USER-00053,Daniel Mendoza,5,Highly recommend!,Highly recommend! The The North Face Nuptse 1996 is exactly what I needed. Great design. Would definitely buy again.,positive,77,False,2025-07-01T03:57:43.850272
b6dc807d-10be-4d8a-a89a-704e74205d54,REV-000012,PROD-00007,Apple Watch SE,Smartwatches,Electronics,USER-00289,Richard Smith,5,Highly recommend!,Highly recommend! The Apple Watch SE is exactly what I needed. Great design. Would definitely buy again.,positive,0,True,2025-09-24T17:23:44.969836
a351f8a0-d6a2-42af-9677-b5e3e665d323,REV-000013,PROD-00842,Sierra Nevada Pale Ale,Craft Beer,Wine,USER-00058,Becky Bradford,5,Love it!,Love it! The Sierra Nevada Pale Ale is exactly what I needed. Great quality. Would definitely buy again.,positive,69,True,2026-01-19T22:57:04.242563
91064a49-2414-4af6-a804-432c0db1233c,REV-000014,PROD-01708,Veuve Clicquot Yellow Label,Champagne,Wine,USER-00063,Matthew Adams,4,Excellent quality!,Excellent quality! The Veuve Clicquot Yellow Label is exactly what I needed. Great performance. Would definitely buy again.,positive,175,True,2025-06-05T06:58:26.741996
c4938c61-2ba5-4128-b561-026ed0018810,REV-000015,PROD-01579,Apple iPhone 15,Smartphones,Electronics,USER-00088,Robert Vasquez,5,Best purchase ever!,Best purchase ever! The Apple iPhone 15 is exactly what I needed. Great value. Would definitely buy again.,positive,91,True,2025-06-24T17:18:54.837784
73e94c78-229a-480f-aef6-c4e1efef9390,REV-000016,PROD-00738,Citizen Eco-Drive,Watches,Fashion,USER-00041,Peggy Huang,4,Best purchase ever!,Best purchase ever! The Citizen Eco-Drive is exactly what I needed. Great performance. Would definitely buy again.,positive,72,True,2025-03-24T10:18:58.876061
0316a024-e2ba-4ea8-a8a2-59b9d3b10894,REV-000017,PROD-00467,Under Armour HeatGear,Sports Apparel,Sports,USER-00020,Sharon Moore,4,Excellent quality!,Excellent quality! The Under Armour HeatGear is exactly what I needed. Great design. Would definitely buy again.,positive,50,True,2025-04-20T07:36:28.998011
f0d82748-7a48-422b-b72a-068fe927cfed,REV-000018,PROD-01504,Apple iPhone 15,Smartphones,Electronics,USER-00063,Matthew Adams,3,Decent product.,Decent product. The Apple iPhone 15 is okay for the price. Does the job.,neutral,130,True,2025-07-14T14:11:05.147625
1000f5a9-784c-4850-b362-c87d5a6938b5,REV-000019,PROD-00986,Brooks Ghost 15,Running Gear,Sports,USER-00095,Sheila Richardson,4,Excellent quality!,Excellent quality! The Brooks Ghost 15 is exactly what I needed. Great quality. Would definitely buy again.,positive,32,True,2025-02-28T07:16:20.436296
10ffcd5c-9972-4b6a-a9f1-f8db41e5041c,REV-000020,PROD-00908,COS Regular Fit Tee,T-Shirts,Fashion,USER-00259,Angela Gonzalez,4,Love it!,Love it! The COS Regular Fit Tee is exactly what I needed. Great design. Would definitely buy again.,positive,76,True,2025-11-22T01:18:10.460525
4b7a3a02-a41a-40d7-a818-c762b85c4d6d,REV-000021,PROD-00682,Nike Pro Compression,Sports Apparel,Sports,USER-00095,Sheila Richardson,3,Average quality.,Average quality. The Nike Pro Compression is okay for the price. Average experience.,neutral,100,True,2025-04-22T03:27:16.293458
b04ea4ed-21d8-4ecf-9e57-f7601f2799c5,REV-000022,PROD-00582,Colavita Premium EVOO,Olive Oil,Food,USER-00148,Daniel Smith,4,Love it!,Love it! The Colavita Premium EVOO is exactly what I needed. Great design. Would definitely buy again.,positive,15,True,2025-06-28T00:20:11.369359
094e23b6-d161-4fd8-a0aa-1761d6bd885c,REV-000023,PROD-01339,Pottery Barn Toscana Table,Dining,Furniture,USER-00164,Peter Jones,4,Excellent quality!,Excellent quality! The Pottery Barn Toscana Table is exactly what I needed. Great performance. Would definitely buy again.,positive,191,True,2025-03-01T19:31:14.029325
f30f1b77-641d-4a60-be7c-f1a2b53f1b30,REV-000024,PROD-00849,Nike Pegasus 40,Running Gear,Sports,USER-00027,Jessica Bird,4,Best purchase ever!,Best purchase ever! The Nike Pegasus 40 is exactly what I needed. Great performance. Would definitely buy again.,positive,187,True,2025-08-11T02:51:33.297182
43a2eb91-1a1a-49ec-a333-009515ca68a5,REV-000025,PROD-00435,Nike Vaporfly,Running Gear,Sports,USER-00284,Lori Parker,5,Highly recommend!,Highly recommend! The Nike Vaporfly is exactly what I needed. Great quality. Would definitely buy again.,positive,129,True,2025-10-28T08:37:14.418847
289b671d-e6c0-4b68-b12b-1593c8c9c635,REV-000026,PROD-01510,Tory Burch Kira Chevron,Handbags,Fashion,USER-00058,Becky Bradford,4,Exceeded expectations!,Exceeded expectations! The Tory Burch Kira Chevron is exactly what I needed. Great value. Would definitely buy again.,positive,32,False,2025-11-07T14:57:27.473828
50db8e15-3347-4375-a998-cc640ecd28b0,REV-000027,PROD-01435,Pottery Barn Toscana Table,Dining,Furniture,USER-00089,Steven Steele,3,Decent product.,Decent product. The Pottery Barn Toscana Table is okay for the price. Nothing special.,neutral,149,True,2025-07-27T05:34:51.912353
a358242c-0d40-4e18-a161-e014752365eb,REV-000028,PROD-00588,Tillamook Sharp Cheddar,Cheese,Food,USER-00079,Jill Brown,4,Exceeded expectations!,Exceeded expectations! The Tillamook Sharp Cheddar is exactly what I needed. Great quality. Would definitely buy again.,positive,153,False,2025-02-03T13:52:38.752800
42b7ff8a-9666-4746-9193-6a853c8a6674,REV-000029,PROD-01800,REI Quarter Dome Tent,Outdoor Gear,Sports,USER-00256,Justin Wilson,4,Best purchase ever!,Best purchase ever! The REI Quarter Dome Tent is exactly what I needed. Great quality. Would definitely buy again.,positive,59,True,2025-01-30T03:56:36.266383
cb45dc82-2d4c-401b-b840-67ac9a0ffde3,REV-000030,PROD-00628,Rombauer Chardonnay 2022,White Wine,Wine,USER-00230,Christopher Johnson,5,Excellent quality!,Excellent quality! The Rombauer Chardonnay 2022 is exactly what I needed. Great value. Would definitely buy again.,positive,23,True,2025-12-19T08:05:05.435180
0f36527d-6fb2-4a5b-88d3-ade74bebfdd3,REV-000031,PROD-00632,California Closets Custom Walk-In,Storage,Furniture,USER-00018,Brandon Nichols,5,Exceeded expectations!,Exceeded expectations! The California Closets Custom Walk-In is exactly what I needed. Great design. Would definitely buy again.,positive,86,True,2025-11-05T21:30:11.499427
7c21aca1-48d7-4f8f-8dfa-5c6223893ade,REV-000032,PROD-00466,Hendrick's Original Gin,Spirits,Wine,USER-00282,Elizabeth Henry,5,Highly recommend!,Highly recommend! The Hendrick's Original Gin is exactly what I needed. Great value. Would definitely buy again.,positive,114,False,2025-08-10T17:14:02.410681
82717211-d685-494f-9bee-3b8baba8b186,REV-000033,PROD-01746,Kim Crawford Sauvignon Blanc,White Wine,Wine,USER-00107,Jennifer Underwood,4,Love it!,Love it! The Kim Crawford Sauvignon Blanc is exactly what I needed. Great value. Would definitely buy again.,positive,40,True,2025-02-26T02:15:30.500417
ea8dfe52-b7db-4c93-8ba0-569cd2d28cb8,REV-000034,PROD-00383,Philips Hue Play Bar,Lighting,Furniture,USER-00036,Gabriella Harris,4,Love it!,Love it! The Philips Hue Play Bar is exactly what I needed. Great quality. Would definitely buy again.,positive,37,True,2025-06-15T00:44:38.851961
3ee96f01-9228-42c8-838e-b7e3123e36f2,REV-000035,PROD-00381,Sony WH-1000XM5,Headphones,Electronics,USER-00277,Shirley Davis,3,Average quality.,Average quality. The Sony WH-1000XM5 is okay for the price. Does the job.,neutral,89,False,2025-10-26T06:32:42.472465
587b07af-f42a-4d25-ba70-df13513ac1b5,REV-000036,PROD-01274,doTERRA Lavender,Essential Oils,Healthcare,USER-00052,Lisa Marquez,3,As expected.,As expected. The doTERRA Lavender is okay for the price. Average experience.,neutral,139,True,2025-02-22T07:07:30.812023
e481f8ca-d153-4f7a-8ab3-3c2ef22699f8,REV-000037,PROD-00768,Philips Hue Starter Kit,Lighting,Furniture,USER-00211,Carolyn Fields,4,Highly recommend!,Highly recommend! The Philips Hue Starter Kit is exactly what I needed. Great design. Would definitely buy again.,positive,111,False,2025-03-20T13:19:40.350384
fe394d7e-eb1f-437b-bd75-2cc2f10f040d,REV-000038,PROD-01908,Président Brie,Cheese,Food,USER-00206,Hunter Lopez,3,As expected.,As expected. The Président Brie is okay for the price. Average experience.,neutral,81,True,2025-07-27T23:57:42.941972
0970d40b-7b5e-4957-8202-eb6db22158af,REV-000039,PROD-01528,Apple MacBook Pro 14,Laptops,Electronics,USER-00197,Lauren Klein,5,Exceeded expectations!,Exceeded expectations! The Apple MacBook Pro 14 is exactly what I needed. Great design. Would definitely buy again.,positive,84,True,2025-08-07T06:12:57.471434
7d3e5aed-7735-45db-b956-878a3ce21d11,REV-000040,PROD-01260,Container Store Elfa Classic,Storage,Furniture,USER-00223,Rodney King,5,Exceeded expectations!,Exceeded expectations! The Container Store Elfa Classic is exactly what I needed. Great design. Would definitely buy again.,positive,43,True,2025-07-28T04:58:33.751021
821bd1f2-fb7e-47fc-b28e-56b3893579ec,REV-000041,PROD-01216,Nike Dunk Low,Shoes,Fashion,USER-00243,Joseph Davis,4,Exceeded expectations!,Exceeded expectations! The Nike Dunk Low is exactly what I needed. Great design. Would definitely buy again.,positive,160,True,2025-11-13T03:07:11.969925
90495892-44d8-451c-82b3-c78af0685c6b,REV-000042,PROD-01347,Nature Made Fish Oil,Vitamins,Healthcare,USER-00053,Daniel Mendoza,4,Best purchase ever!,Best purchase ever! The Nature Made Fish Oil is exactly what I needed. Great quality. Would definitely buy again.,positive,106,True,2025-09-22T05:08:24.025383
8ea54822-f929-48f3-81d4-fd52c0e3e226,REV-000043,PROD-00854,Dell Inspiron 15,Laptops,Electronics,USER-00068,James Spencer,5,Best purchase ever!,Best purchase ever! The Dell Inspiron 15 is exactly what I needed. Great design. Would definitely buy again.,positive,108,True,2025-07-02T23:20:36.251437
916d3612-0c0f-4cda-8eef-189d2dec1a8d,REV-000044,PROD-01966,La Roche-Posay Effaclar,Skincare,Healthcare,USER-00236,Anna Cruz,1,Poor quality.,Poor quality. The La Roche-Posay Effaclar did not meet my expectations. Poor materials. Looking for alternatives.,negative,43,True,2025-03-15T12:52:00.909902
1886375f-a43d-41f2-bfd1-abecb619ad24,REV-000045,PROD-01063,Black Diamond Spot Headlamp,Outdoor Gear,Sports,USER-00148,Daniel Smith,5,Best purchase ever!,Best purchase ever! The Black Diamond Spot Headlamp is exactly what I needed. Great design. Would definitely buy again.,positive,6,False,2025-01-31T13:34:28.092205
33a676d3-2930-47c3-bf0b-f4f6db973741,REV-000046,PROD-00922,Caymus Napa Cabernet 2021,Red Wine,Wine,USER-00189,Christopher King,5,Love it!,Love it! The Caymus Napa Cabernet 2021 is exactly what I needed. Great value. Would definitely buy again.,positive,186,True,2025-10-10T07:54:19.453819
a6d6506e-007a-4190-9d64-bee401ee2a84,REV-000047,PROD-00253,Kerrygold Aged Cheddar,Cheese,Food,USER-00289,Richard Smith,3,As expected.,As expected. The Kerrygold Aged Cheddar is okay for the price. Nothing special.,neutral,60,True,2026-01-11T05:59:23.059784
f12cc901-eeb0-4aa3-8a52-530d82c17ce4,REV-000048,PROD-00298,Penfolds Bin 389,Red Wine,Wine,USER-00292,Colleen Wheeler,4,Love it!,Love it! The Penfolds Bin 389 is exactly what I needed. Great design. Would definitely buy again.,positive,137,True,2025-10-04T16:08:02.187670
879c00e3-ad29-4af2-a5d4-750dd42b3c99,REV-000049,PROD-01726,Trader Joe's Everything Bagel,Gourmet Foods,Food,USER-00084,Kayla Gould,4,Best purchase ever!,Best purchase ever! The Trader Joe's Everything Bagel is exactly what I needed. Great quality. Would definitely buy again.,positive,41,True,2025-07-08T16:54:51.652331
48dc5596-dcd6-4ba2-b3cf-6a9a8266ad7f,REV-000050,PROD-01810,La Roche-Posay Effaclar,Skincare,Healthcare,USER-00258,Colin Rodriguez,4,Highly recommend!,Highly recommend! The La Roche-Posay Effaclar is exactly what I needed. Great quality. Would definitely buy again.,positive,168,True,2025-04-01T19:57:26.271987
5cf3f711-4b19-4a63-8e97-56adff23d4c2,REV-000051,PROD-00179,West Elm Mobile Chandelier,Lighting,Furniture,USER-00046,Brandon Bailey,4,Excellent quality!,Excellent quality! The West Elm Mobile Chandelier is exactly what I needed. Great design. Would definitely buy again.,positive,84,True,2025-02-04T22:29:17.158849
2de67403-f653-492e-ace7-10d5edf955a8,REV-000052,PROD-00354,Garmin Fenix 7,Smartwatches,Electronics,USER-00198,William Wright,4,Highly recommend!,Highly recommend! The Garmin Fenix 7 is exactly what I needed. Great performance. Would definitely buy again.,positive,102,True,2025-07-04T20:56:31.893580
7ab9d9d3-bde0-4007-9daa-04d616f7cd13,REV-000053,PROD-00340,Veuve Clicquot La Grande Dame,Champagne,Wine,USER-00085,Cathy Lee,5,Excellent quality!,Excellent quality! The Veuve Clicquot La Grande Dame is exactly what I needed. Great quality. Would definitely buy again.,positive,0,True,2025-04-20T11:09:44.199704
923f9fbb-6336-408e-8629-883c654e9e7b,REV-000054,PROD-01747,Cakebread Chardonnay,White Wine,Wine,USER-00075,Nicholas Walker,2,Not worth the price.,Not worth the price. The Cakebread Chardonnay did not meet my expectations. Overpriced. Looking for alternatives.,negative,155,True,2025-07-08T03:41:07.172298
2ba8dffe-f332-4bca-b365-8b663fcd5e69,REV-000055,PROD-00036,IKEA KIVIK,Sofas,Furniture,USER-00275,Barbara Chen,5,Highly recommend!,Highly recommend! The IKEA KIVIK is exactly what I needed. Great design. Would definitely buy again.,positive,118,True,2025-04-14T03:23:30.877502
8cee68ad-ec17-49eb-bb3c-9fb7d43d28ad,REV-000056,PROD-00797,AG The Prima,Jeans,Fashion,USER-00170,Justin West,3,Decent product.,Decent product. The AG The Prima is okay for the price. Does the job.,neutral,198,True,2025-02-18T13:04:24.983269
fcf63354-7689-4a63-a64a-5597d0615a5d,REV-000057,PROD-01334,Lenovo IdeaPad 5,Laptops,Electronics,USER-00225,Richard Meyer,5,Highly recommend!,Highly recommend! The Lenovo IdeaPad 5 is exactly what I needed. Great performance. Would definitely buy again.,positive,14,True,2025-02-06T21:21:55.058105
ab22aee2-a681-420d-939e-aed8ded35ad5,REV-000058,PROD-01872,Adidas Ultraboost,Shoes,Fashion,USER-00060,Crystal Lane,2,Not worth the price.,Not worth the price. The Adidas Ultraboost did not meet my expectations. Overpriced. Looking for alternatives.,negative,9,True,2025-12-04T06:35:46.236203
693f7b1f-e153-45cd-8dab-514f895ae697,REV-000059,PROD-01659,Purple Original,Beds,Furniture,USER-00282,Elizabeth Henry,4,Excellent quality!,Excellent quality! The Purple Original is exactly what I needed. Great design. Would definitely buy again.,positive,84,True,2025-06-01T07:52:38.250090
6a69a5bf-fa2e-44e0-a2e4-89f84c0228cb,REV-000060,PROD-01198,The Ordinary Niacinamide,Skincare,Healthcare,USER-00186,Laura White,3,Decent product.,Decent product. The The Ordinary Niacinamide is okay for the price. Nothing special.,neutral,190,True,2025-08-02T06:18:48.689377
0c3dc005-d17a-4aa6-bdc2-1041f921a0ee,REV-000061,PROD-00642,IKEA KIVIK,Sofas,Furniture,USER-00248,James Riley,5,Love it!,Love it! The IKEA KIVIK is exactly what I needed. Great quality. Would definitely buy again.,positive,75,True,2025-05-01T01:45:42.902693
26aa9091-de20-47e0-98aa-8aed0141788d,REV-000062,PROD-00988,California Olive Ranch Reserve,Olive Oil,Food,USER-00162,Holly Davis,5,Exceeded expectations!,Exceeded expectations! The California Olive Ranch Reserve is exactly what I needed. Great quality. Would definitely buy again.,positive,147,True,2025-05-10T02:10:40.156247
b15a336f-333a-4f3c-89af-492d02b33142,REV-000063,PROD-01400,Seiko Presage,Watches,Fashion,USER-00254,Danny Smith,5,Highly recommend!,Highly recommend! The Seiko Presage is exactly what I needed. Great design. Would definitely buy again.,positive,61,True,2025-11-08T23:59:00.374930
622f2d6a-4054-47b2-8480-1027af2556ef,REV-000064,PROD-00670,Nature Made Vitamin D3,Vitamins,Healthcare,USER-00240,Dana Barnett,4,Exceeded expectations!,Exceeded expectations! The Nature Made Vitamin D3 is exactly what I needed. Great design. Would definitely buy again.,positive,189,True,2025-03-25T08:12:51.431192
ec8bb06d-6dce-4e6e-9f09-fc719210a7c6,REV-000065,PROD-01271,California Olive Ranch Extra Virgin,Olive Oil,Food,USER-00075,Nicholas Walker,3,Gets the job done.,Gets the job done. The California Olive Ranch Extra Virgin is okay for the price. Does the job.,neutral,198,True,2025-10-04T14:02:19.227916
ce3ff87c-6803-4060-85fb-53f3e4c2507e,REV-000066,PROD-01452,Apple Watch Ultra 2,Smartwatches,Electronics,USER-00270,Joshua Bishop,2,Poor quality.,Poor quality. The Apple Watch Ultra 2 did not meet my expectations. Overpriced. Looking for alternatives.,negative,186,True,2025-01-29T11:40:50.079679
27fc2573-ef37-4443-9918-9589dae96c7b,REV-000067,PROD-01081,Braun ThermoScan 7,Medical Devices,Healthcare,USER-00164,Peter Jones,5,Highly recommend!,Highly recommend! The Braun ThermoScan 7 is exactly what I needed. Great quality. Would definitely buy again.,positive,200,True,2025-08-14T20:10:50.495024
53239875-8a31-4aa8-822e-0e8e6b52d2eb,REV-000068,PROD-01288,Dom Pérignon Rosé 2009,Champagne,Wine,USER-00071,Kathryn Watkins,3,As expected.,As expected. The Dom Pérignon Rosé 2009 is okay for the price. Average experience.,neutral,175,False,2025-03-27T19:20:29.059136
a50feb6a-f3ef-4492-99eb-9a6678fd52b3,REV-000069,PROD-00277,Free People Floral Mini,Dresses,Fashion,USER-00059,Christopher Kennedy,5,Highly recommend!,Highly recommend! The Free People Floral Mini is exactly what I needed. Great quality. Would definitely buy again.,positive,113,True,2025-08-02T15:03:28.349065
aeaef8ac-1605-449e-8a59-a0f65611a038,REV-000070,PROD-00062,Liforme Original Mat,Yoga & Pilates,Sports,USER-00218,Stephanie Hall,4,Excellent quality!,Excellent quality! The Liforme Original Mat is exactly what I needed. Great performance. Would definitely buy again.,positive,70,True,2025-08-01T07:46:10.811309
a7852846-b64a-4556-8eea-22eff652b785,REV-000071,PROD-00367,Apple iPhone 15 Pro Max,Smartphones,Electronics,USER-00202,Theresa Jacobson,1,Not worth the price.,Not worth the price. The Apple iPhone 15 Pro Max did not meet my expectations. Overpriced. Looking for alternatives.,negative,102,True,2025-05-30T05:08:40.014449
0e203e78-0d0d-4f5e-88fb-2dae54c9ddfb,REV-000072,PROD-01863,Stone Delicious IPA,Craft Beer,Wine,USER-00176,Emily Garcia,4,Best purchase ever!,Best purchase ever! The Stone Delicious IPA is exactly what I needed. Great performance. Would definitely buy again.,positive,16,True,2025-06-24T23:47:12.684891
b9a6f839-b0f8-4a5b-86cb-28fd13c40239,REV-000073,PROD-00608,Lavazza Super Crema,Coffee & Tea,Food,USER-00057,Megan Ward,5,Best purchase ever!,Best purchase ever! The Lavazza Super Crema is exactly what I needed. Great quality. Would definitely buy again.,positive,160,True,2025-06-26T07:08:16.100876
387c9723-c47e-4de4-a74b-eab22e43ac8f,REV-000074,PROD-00617,Uniqlo AIRism,T-Shirts,Fashion,USER-00071,Kathryn Watkins,2,Would not recommend.,Would not recommend. The Uniqlo AIRism did not meet my expectations. Broke quickly. Looking for alternatives.,negative,172,True,2025-04-23T02:46:51.979690
a09c34a9-21f5-48c8-bbb3-c1a10162e5ab,REV-000075,PROD-00783,Château Margaux Pavillon Rouge,Red Wine,Wine,USER-00178,Mark Wallace,5,Exceeded expectations!,Exceeded expectations! The Château Margaux Pavillon Rouge is exactly what I needed. Great value. Would definitely buy again.,positive,85,True,2025-01-31T06:34:45.601293
9293420b-4613-4610-a345-2daabe439867,REV-000076,PROD-00129,Apple iPad Pro 12.9,Tablets,Electronics,USER-00060,Crystal Lane,4,Highly recommend!,Highly recommend! The Apple iPad Pro 12.9 is exactly what I needed. Great quality. Would definitely buy again.,positive,127,False,2025-03-05T10:37:06.265800
2c28cdbe-911e-48a0-9597-392f72c59dc0,REV-000077,PROD-00947,ASICS Gel-Kayano 30,Running Gear,Sports,USER-00270,Joshua Bishop,4,Exceeded expectations!,Exceeded expectations! The ASICS Gel-Kayano 30 is exactly what I needed. Great design. Would definitely buy again.,positive,107,True,2025-01-22T10:17:44.569200
7a2273a5-32ae-42d7-96ba-4ece280919ae,REV-000078,PROD-00233,Apple iPhone 15 Pro,Smartphones,Electronics,USER-00134,Keith Mills,4,Excellent quality!,Excellent quality! The Apple iPhone 15 Pro is exactly what I needed. Great performance. Would definitely buy again.,positive,65,True,2025-04-03T02:27:13.570915
e4d063f9-e97c-4005-a859-fae103b0cc51,REV-000079,PROD-01984,Drunk Elephant C-Firma,Skincare,Healthcare,USER-00204,Sara Nelson,4,Love it!,Love it! The Drunk Elephant C-Firma is exactly what I needed. Great value. Would definitely buy again.,positive,13,True,2025-09-22T12:38:46.010673
0981cc2f-1d97-4748-91d2-9971708427e5,REV-000080,PROD-00340,Veuve Clicquot La Grande Dame,Champagne,Wine,USER-00063,Matthew Adams,4,Exceeded expectations!,Exceeded expectations! The Veuve Clicquot La Grande Dame is exactly what I needed. Great performance. Would definitely buy again.,positive,193,True,2025-12-04T23:35:32.470135
872c1550-01c9-480d-9df4-4d152c6ed17a,REV-000081,PROD-00392,Crate & Barrel Lounge Deep,Sofas,Furniture,USER-00194,Tara Morgan,5,Best purchase ever!,Best purchase ever! The Crate & Barrel Lounge Deep is exactly what I needed. Great value. Would definitely buy again.,positive,137,True,2025-04-03T14:43:58.814232
68fa7462-3429-4644-883d-cff6cd2a64a1,REV-000082,PROD-00589,IKEA KIVIK,Sofas,Furniture,USER-00023,William Gross,5,Highly recommend!,Highly recommend! The IKEA KIVIK is exactly what I needed. Great value. Would definitely buy again.,positive,88,True,2025-06-16T11:17:40.127896
62e29dae-5959-4ce1-965b-323fed8377a3,REV-000083,PROD-01709,Trader Joe's Everything Bagel,Gourmet Foods,Food,USER-00105,Todd Smith,3,Decent product.,Decent product. The Trader Joe's Everything Bagel is okay for the price. Does the job.,neutral,60,True,2025-11-16T20:57:45.794925
cf48360e-83f0-4b85-b77b-1bdbe753bfe4,REV-000084,PROD-01530,Patagonia Nano Puff,Jackets,Fashion,USER-00131,Pamela Fernandez,4,Highly recommend!,Highly recommend! The Patagonia Nano Puff is exactly what I needed. Great quality. Would definitely buy again.,positive,12,True,2025-12-22T06:06:30.985288
60d5eecb-8940-42ec-886c-ffea64d45790,REV-000085,PROD-01698,Drunk Elephant C-Firma,Skincare,Healthcare,USER-00196,Daniel Gonzales,2,Disappointed.,Disappointed. The Drunk Elephant C-Firma did not meet my expectations. Broke quickly. Looking for alternatives.,negative,120,True,2025-06-29T22:43:09.561501
88fa6a78-b1ea-417f-857d-091970f467df,REV-000086,PROD-00204,Autonomous SmartDesk,Desks & Chairs,Furniture,USER-00269,Matthew Foster,4,Excellent quality!,Excellent quality! The Autonomous SmartDesk is exactly what I needed. Great value. Would definitely buy again.,positive,132,True,2025-04-23T06:49:03.169706
ff2776ce-e0c4-4186-a506-79ca6763911c,REV-000087,PROD-00309,Diesel D-Strukt,Jeans,Fashion,USER-00001,Amber Smith,4,Best purchase ever!,Best purchase ever! The Diesel D-Strukt is exactly what I needed. Great design. Would definitely buy again.,positive,20,True,2025-06-29T05:10:33.162883
e00477d7-d534-43f6-89d7-f53336fb6284,REV-000088,PROD-00460,Patagonia Down Sweater,Jackets,Fashion,USER-00050,Abigail Hopkins,3,As expected.,As expected. The Patagonia Down Sweater is okay for the price. Average experience.,neutral,22,True,2025-06-13T04:47:24.877939
c5ae5733-b35f-43c9-8175-e359f8f0d3e0,REV-000089,PROD-01129,COS Regular Fit Tee,T-Shirts,Fashion,USER-00221,Brian Gibbs,4,Exceeded expectations!,Exceeded expectations! The COS Regular Fit Tee is exactly what I needed. Great design. Would definitely buy again.,positive,34,True,2025-11-17T02:17:20.525307
23aaf300-d1bb-41e2-88f4-148b643f5d98,REV-000090,PROD-01656,Rogue Ohio Bar,Fitness Equipment,Sports,USER-00174,Karen Glass,5,Highly recommend!,Highly recommend! The Rogue Ohio Bar is exactly what I needed. Great design. Would definitely buy again.,positive,164,True,2025-02-18T06:17:14.874935
2ce3955e-dafe-43fe-bf12-b47773eca3a6,REV-000091,PROD-01783,Samsung Galaxy Watch 6,Smartwatches,Electronics,USER-00122,Daniel Smith,5,Best purchase ever!,Best purchase ever! The Samsung Galaxy Watch 6 is exactly what I needed. Great quality. Would definitely buy again.,positive,43,True,2025-08-22T03:38:09.319957
