id,product_id,name,brand,model,category,sector,description,price,currency,original_price,discount_percent,color,size,material,attributes,tags,in_stock,stock_quantity,installment_available,installment_months,monthly_payment,avg_rating,review_count,image_url,sku,weight_kg,warranty_months,shipping_free,created_at,updated_at
da04043c-9424-45f4-b33c-f98f143a09a0,PROD-00011,Cakebread Chardonnay,Cakebread,Chardonnay,White Wine,Wine,"Discover the Cakebread Chardonnay from Rioja. This exceptional vintage features notes of citrus and mineral, with a smooth, lingering finish. Perfect with grilled meats and aged cheese. Alcohol: 14.9%.",124.71,USD,155.09,20,Gray,One Size,Premium,"{""color"": ""Gray"", ""region"": ""Rioja"", ""vintage"": ""2023"", ""abv"": ""14.9"", ""notes"": ""citrus and mineral""}",White Wine|Wine|Cakebread,True,177,True,24,5.2,4.3,2116,https://images.unsplash.com/photo-1558001373-7b93ee48ffa0?w=600,SKU-CAK-38632,12.01,12,True,2025-08-31T19:51:06.787611,2026-01-11T14:47:45.311810
dde33e9d-3e6d-4865-b486-e3cfc1f000b9,PROD-00012,Herman Miller Embody,Herman Miller,Embody,Desks & Chairs,Furniture,Transform your space with the Herman Miller Embody. Crafted from Leather with elegant finish. Dimensions: 119W x 53D x 93H cm. Features modern design that complements any interior. Assembly: Professional delivery.,493.72,USD,600.5,18,Gold,One Size,Leather,"{""color"": ""Gold"", ""material"": ""Leather"", ""dims"": ""119W x 53D x 93H cm"", ""assembly"": ""Professional delivery""}",Desks & Chairs|Furniture|Herman Miller,True,27,True,3,164.57,4.1,819,https://images.unsplash.com/photo-1518455027359-f3f8164ba6bd?w=600,SKU-HER-68213,1.66,36,True,2024-09-25T17:43:27.447244,2025-12-26T08:04:50.863512
947b00e0-6735-4b0e-a543-ab6952f3ecd6,PROD-00013,IKEA NORDVIKEN,IKEA,NORDVIKEN,Dining,Furniture,Transform your space with the IKEA NORDVIKEN. Crafted from Walnut with elegant finish. Dimensions: 177W x 93D x 110H cm. Features modern design that complements any interior. Assembly: No assembly.,1046.43,USD,1048.84,0,Blue,One Size,Walnut,"{""color"": ""Blue"", ""material"": ""Walnut"", ""dims"": ""177W x 93D x 110H cm"", ""assembly"": ""No assembly""}",Dining|Furniture|IKEA,True,118,True,12,87.2,4.7,1266,https://images.unsplash.com/photo-1617806118233-18e1de247200?w=600,SKU-IKE-81726,10.76,12,True,2025-12-20T10:00:56.430757,2025-12-31T18:29:01.060932
cc86cc2e-a514-44e1-af49-37d84ab4b360,PROD-00014,Château Margaux Pavillon Rouge,Château Margaux,Pavillon Rouge,Red Wine,Wine,"Discover the Château Margaux Pavillon Rouge from Tuscany. This exceptional vintage features notes of cherry and vanilla, with a smooth, lingering finish. Perfect with grilled meats and aged cheese. Alcohol: 14.4%.",41.99,USD,41.99,0,Navy,One Size,Premium,"{""color"": ""Navy"", ""region"": ""Tuscany"", ""vintage"": ""2019"", ""abv"": ""14.4"", ""notes"": ""cherry and vanilla""}",Red Wine|Wine|Château Margaux,False,161,False,0,0.0,4.8,2215,https://images.unsplash.com/photo-1510812431401-41d2bd2722f3?w=600,SKU-CHÂ-57521,13.13,36,False,2024-03-28T22:35:28.189289,2025-12-24T13:46:16.848752
bd0f09bb-0135-4c2b-9d70-139613c4a881,PROD-00015,Levi's 511 Slim,Levi's,511 Slim,Jeans,Fashion,Elevate your style with the Levi's 511 Slim. Crafted from premium Denim in Blue colorway. Features relaxed fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,79.23,USD,79.23,0,Blue,XXL,Denim,"{""color"": ""Blue"", ""size"": ""XXL"", ""material"": ""Denim"", ""fit"": ""relaxed fit"", ""occasion"": ""business""}",Jeans|Fashion|Levi's,True,34,False,0,0.0,4.9,2227,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-LEV-45133,13.39,36,True,2025-10-01T06:28:47.960628,2026-01-08T18:49:05.873303
07421035-bd99-4bf3-a123-81e0ac76adba,PROD-00016,Coach Tabby Shoulder Bag,Coach,Tabby Shoulder Bag,Handbags,Fashion,Elevate your style with the Coach Tabby Shoulder Bag. Crafted from premium Polyester in Brown colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,426.79,USD,531.33,20,Brown,S,Polyester,"{""color"": ""Brown"", ""size"": ""S"", ""material"": ""Polyester"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Handbags|Fashion|Coach,True,26,True,24,17.78,4.2,1991,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=600,SKU-COA-44172,4.93,36,True,2025-09-01T18:48:03.675711,2026-01-12T13:32:32.791110
6de7acb3-3c23-4c55-99c6-ecbbee831b5a,PROD-00017,AG The Legging,AG,The Legging,Jeans,Fashion,Elevate your style with the AG The Legging. Crafted from premium Wool in Pink colorway. Features slim fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,186.19,USD,186.19,0,Pink,XXL,Wool,"{""color"": ""Pink"", ""size"": ""XXL"", ""material"": ""Wool"", ""fit"": ""slim fit"", ""occasion"": ""business""}",Jeans|Fashion|AG,True,112,True,12,15.52,4.2,2266,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-AG-82954,14.82,36,True,2025-02-15T21:30:32.635640,2026-01-19T20:46:44.060235
dcfacf36-3fd6-464d-baf4-5f89dfddd669,PROD-00018,Reformation Juliette Dress,Reformation,Juliette Dress,Dresses,Fashion,Elevate your style with the Reformation Juliette Dress. Crafted from premium Silk in Silver colorway. Features slim fit construction for all-day comfort. Perfect for athletic. Machine washable for easy care.,163.69,USD,163.69,0,Silver,XL,Silk,"{""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Silk"", ""fit"": ""slim fit"", ""occasion"": ""athletic""}",Dresses|Fashion|Reformation,True,59,True,3,54.56,4.6,150,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=600,SKU-REF-61007,12.9,24,True,2024-10-23T16:53:54.816977,2026-01-07T05:36:17.316260
0f521207-cb7f-4e83-91ad-4e7f14144b16,PROD-00019,Google Pixel 8,Google,Pixel 8,Smartphones,Electronics,"Experience the Google Pixel 8 with its advanced 48MP camera system and 14-inch Super Retina XDR display. Powered by the latest chip with 1TB storage. Features 15 hours battery life, Face ID, and 5G connectivity for seamless performance.",1469.49,USD,1469.49,0,Gold,One Size,Premium,"{""color"": ""Gold"", ""processor"": ""Snapdragon 8"", ""ram"": ""16GB"", ""storage"": ""1TB"", ""screen"": ""14-inch"", ""battery"": ""15 hours""}",Smartphones|Electronics|Google,True,39,False,0,0.0,4.9,441,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=600,SKU-GOO-72577,6.06,0,True,2025-09-18T01:20:24.054001,2026-01-09T05:28:11.198128
0e9404d6-07f3-4b95-98d4-dfa397223b10,PROD-00020,Godiva Truffle Flight,Godiva,Truffle Flight,Chocolates,Food,"Savor the exceptional quality of Godiva Truffle Flight. Sourced from USA and crafted using traditional methods. Fair Trade certified with no artificial preservatives. Perfect for gourmet cooking, gifting, or everyday indulgence.",65.78,USD,65.78,0,Blue,One Size,Premium,"{""color"": ""Blue"", ""weight"": ""1kg"", ""origin"": ""USA"", ""certification"": ""Fair Trade""}",Chocolates|Food|Godiva,True,14,False,0,0.0,4.6,420,https://images.unsplash.com/photo-1481391319762-47dff72954d9?w=600,SKU-GOD-12028,13.53,12,True,2025-10-11T15:38:50.324971,2026-01-07T23:49:44.760505
c9af1da1-ee47-44b4-a977-362f89e3c753,PROD-00021,Citizen Promaster,Citizen,Promaster,Watches,Fashion,Elevate your style with the Citizen Promaster. Crafted from premium Linen in Beige colorway. Features slim fit construction for all-day comfort. Perfect for casual wear. Machine washable for easy care.,605.87,USD,605.87,0,Beige,XL,Linen,"{""color"": ""Beige"", ""size"": ""XL"", ""material"": ""Linen"", ""fit"": ""slim fit"", ""occasion"": ""casual wear""}",Watches|Fashion|Citizen,True,51,True,24,25.24,4.7,2095,https://images.unsplash.com/photo-1524592094714-0f0654e20314?w=600,SKU-CIT-59205,1.39,36,True,2025-06-18T20:49:50.856939,2025-12-23T01:07:44.802435
cb741fd0-3f1a-426e-bbc8-3fa7bbdaf98e,PROD-00022,West Elm Harmony Sofa,West Elm,Harmony Sofa,Sofas,Furniture,Transform your space with the West Elm Harmony Sofa. Crafted from Fabric with elegant finish. Dimensions: 184W x 45D x 108H cm. Features modern design that complements any interior. Assembly: No assembly.,3590.41,USD,3919.96,8,White,One Size,Fabric,"{""color"": ""White"", ""material"": ""Fabric"", ""dims"": ""184W x 45D x 108H cm"", ""assembly"": ""No assembly""}",Sofas|Furniture|West Elm,True,173,True,3,1196.8,4.0,267,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600,SKU-WES-19674,1.64,0,True,2024-07-05T16:01:07.439182,2025-12-30T08:29:41.601657
db7efeab-60a4-4698-b5a0-f57f18518f4a,PROD-00023,Fossil Grant,Fossil,Grant,Watches,Fashion,Elevate your style with the Fossil Grant. Crafted from premium Linen in Silver colorway. Features relaxed fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,327.48,USD,327.48,0,Silver,XL,Linen,"{""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Linen"", ""fit"": ""relaxed fit"", ""occasion"": ""evening""}",Watches|Fashion|Fossil,True,98,True,6,54.58,5.0,2163,https://images.unsplash.com/photo-1524592094714-0f0654e20314?w=600,SKU-FOS-53938,6.02,24,True,2024-03-19T11:29:24.701394,2025-12-28T15:44:41.977448
5c639115-cfe5-488f-a22c-5fceb135b1af,PROD-00024,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatches,Electronics,"The Garmin Forerunner 965 combines cutting-edge technology with premium design. Features brilliant display, long battery life, and seamless connectivity. Built for those who demand the best in portable electronics.",408.86,USD,408.86,0,Beige,One Size,Premium,"{""color"": ""Beige"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""16GB"", ""storage"": ""1TB"", ""screen"": ""15-inch"", ""battery"": ""22 hours""}",Smartwatches|Electronics|Garmin,True,118,True,6,68.14,3.9,1636,https://images.unsplash.com/photo-1579586337278-3befd40fd17a?w=600,SKU-GAR-30502,7.79,24,True,2024-04-03T23:19:26.887011,2025-12-30T00:16:35.579261
f8bb614c-f622-4875-871b-c84c65334cf3,PROD-00025,Levi's 501 Original,Levi's,501 Original,Jeans,Fashion,Elevate your style with the Levi's 501 Original. Crafted from premium Linen in Brown colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,126.53,USD,126.53,0,Brown,XXL,Linen,"{""color"": ""Brown"", ""size"": ""XXL"", ""material"": ""Linen"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Jeans|Fashion|Levi's,True,109,False,0,0.0,4.5,702,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-LEV-46018,5.26,12,True,2025-04-29T13:07:48.373917,2026-01-01T14:48:53.007890
d33d5540-b2d8-4bbb-926f-6e77f29938c7,PROD-00026,Apple MacBook Air M3,Apple,MacBook Air M3,Laptops,Electronics,"The Apple MacBook Air M3 delivers exceptional performance with its Apple M3 processor and 8GB RAM. Features a stunning 13-inch Retina display, 512GB SSD storage, and up to 18 hours battery life. Perfect for professionals, creatives, and students who demand power and portability.",963.58,USD,963.58,0,Pink,One Size,Premium,"{""color"": ""Pink"", ""processor"": ""Apple M3"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""screen"": ""13-inch"", ""battery"": ""18 hours""}",Laptops|Electronics|Apple,True,199,True,6,160.6,3.9,357,https://images.unsplash.com/photo-1525547719571-a2d4ac8945e2?w=600,SKU-APP-85036,4.91,12,True,2024-10-17T14:27:02.103064,2025-12-27T22:58:50.223760
21b3ab9c-6bb9-4c3d-99a6-b251effa8ac2,PROD-00027,AG The Prima,AG,The Prima,Jeans,Fashion,Elevate your style with the AG The Prima. Crafted from premium Linen in Silver colorway. Features relaxed fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,217.84,USD,217.84,0,Silver,M,Linen,"{""color"": ""Silver"", ""size"": ""M"", ""material"": ""Linen"", ""fit"": ""relaxed fit"", ""occasion"": ""business""}",Jeans|Fashion|AG,True,142,False,0,0.0,4.3,581,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-AG-29333,11.08,36,True,2024-08-03T05:08:33.296518,2026-01-18T18:31:36.691351
a91d236f-8d2e-4162-b582-169ca7d8d48f,PROD-00028,Apple iPad Pro 12.9,Apple,iPad Pro 12.9,Tablets,Electronics,"The Apple iPad Pro 12.9 combines cutting-edge technology with premium design. Features brilliant display, long battery life, and seamless connectivity. Built for those who demand the best in portable electronics.",912.03,USD,998.85,9,White,One Size,Premium,"{""color"": ""White"", ""processor"": ""Snapdragon 8"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""screen"": ""13-inch"", ""battery"": ""22 hours""}",Tablets|Electronics|Apple,True,97,False,0,0.0,4.4,1159,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=600,SKU-APP-45758,3.66,12,True,2025-05-08T13:39:39.141770,2026-01-08T22:42:35.566689
89b11733-2243-4611-be8a-f6df88a504a0,PROD-00029,Herman Miller Aeron Chair,Herman Miller,Aeron Chair,Desks & Chairs,Furniture,Transform your space with the Herman Miller Aeron Chair. Crafted from Leather with elegant finish. Dimensions: 93W x 98D x 105H cm. Features modern design that complements any interior. Assembly: Easy assembly.,1619.64,USD,1619.64,0,Beige,One Size,Leather,"{""color"": ""Beige"", ""material"": ""Leather"", ""dims"": ""93W x 98D x 105H cm"", ""assembly"": ""Easy assembly""}",Desks & Chairs|Furniture|Herman Miller,False,159,True,6,269.94,4.3,2423,https://images.unsplash.com/photo-1518455027359-f3f8164ba6bd?w=600,SKU-HER-37386,1.42,36,True,2024-05-25T04:56:10.281168,2026-01-12T13:06:24.660287
c93d7c51-4b95-47b1-98bd-67b9e7320f7d,PROD-00030,ASICS Gel-Kayano 30,ASICS,Gel-Kayano 30,Running Gear,Sports,Push your limits with the ASICS Gel-Kayano 30. Engineered for peak performance with advanced technology and premium materials. Features ergonomic design for maximum comfort during intense workouts. Built to perform when it matters most.,166.49,USD,166.49,0,Blue,One Size,Premium,"{""color"": ""Blue""}",Running Gear|Sports|ASICS,True,145,False,0,0.0,4.5,2356,https://images.unsplash.com/photo-1476480862126-209bfaa8edc8?w=600,SKU-ASI-58126,14.05,12,True,2024-05-19T13:18:34.714774,2026-01-02T01:20:36.505036
96c478c0-041f-4ada-b5a4-446ebfccf22e,PROD-00031,Tory Burch Kira Chevron,Tory Burch,Kira Chevron,Handbags,Fashion,Elevate your style with the Tory Burch Kira Chevron. Crafted from premium Linen in Navy colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,144.94,USD,144.94,0,Navy,XS,Linen,"{""color"": ""Navy"", ""size"": ""XS"", ""material"": ""Linen"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Handbags|Fashion|Tory Burch,True,107,True,12,12.08,4.4,729,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=600,SKU-TOR-96922,12.34,12,True,2026-01-13T00:27:50.283749,2026-01-09T20:56:07.377542
b3d5a285-2888-4132-8973-a3195684b645,PROD-00032,H&M Party Dress,H&M,Party Dress,Dresses,Fashion,Elevate your style with the H&M Party Dress. Crafted from premium Wool in Black colorway. Features relaxed fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,126.41,USD,126.41,0,Black,XS,Wool,"{""color"": ""Black"", ""size"": ""XS"", ""material"": ""Wool"", ""fit"": ""relaxed fit"", ""occasion"": ""business""}",Dresses|Fashion|H&M,True,200,True,6,21.07,4.7,1200,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=600,SKU-H&M-27171,1.66,36,True,2025-03-03T00:47:28.059128,2026-01-11T05:03:28.138566
a0524ce1-2f21-438b-a723-1ad44f3d2799,PROD-00033,Macallan 12 Year Sherry Oak,Macallan,12 Year Sherry Oak,Spirits,Wine,"Discover the Macallan 12 Year Sherry Oak from Napa Valley. This exceptional vintage features notes of cherry and vanilla, with a smooth, lingering finish. Perfect with grilled meats and aged cheese. Alcohol: 13.9%.",229.17,USD,229.17,0,Gold,One Size,Premium,"{""color"": ""Gold"", ""region"": ""Napa Valley"", ""vintage"": ""2018"", ""abv"": ""13.9"", ""notes"": ""cherry and vanilla""}",Spirits|Wine|Macallan,True,49,True,12,19.1,4.7,930,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=600,SKU-MAC-35990,11.75,24,True,2025-09-27T21:05:27.065046,2026-01-13T22:51:19.770728
3f2377e4-cbef-44c4-b269-7c1dc10a769e,PROD-00034,Reformation Juliette Dress,Reformation,Juliette Dress,Dresses,Fashion,Elevate your style with the Reformation Juliette Dress. Crafted from premium Nylon in Gray colorway. Features slim fit construction for all-day comfort. Perfect for athletic. Machine washable for easy care.,323.79,USD,323.79,0,Gray,S,Nylon,"{""color"": ""Gray"", ""size"": ""S"", ""material"": ""Nylon"", ""fit"": ""slim fit"", ""occasion"": ""athletic""}",Dresses|Fashion|Reformation,True,112,False,0,0.0,3.9,2476,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=600,SKU-REF-15188,11.34,24,True,2024-07-06T12:10:35.076560,2025-12-22T15:14:51.832199
68f0b6fa-f1e1-48ba-ba23-e51ae1380b13,PROD-00035,Adidas Superstar,Adidas,Superstar,Shoes,Fashion,Elevate your style with the Adidas Superstar. Crafted from premium Leather in Green colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,96.05,USD,96.05,0,Green,M,Leather,"{""color"": ""Green"", ""size"": ""M"", ""material"": ""Leather"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Shoes|Fashion|Adidas,True,149,False,0,0.0,4.2,1605,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,SKU-ADI-79539,11.05,0,True,2024-09-07T14:59:13.115992,2025-12-29T16:54:32.350529
883e4129-88ca-4db0-bf35-a138b4af7dd5,PROD-00036,IKEA KIVIK,IKEA,KIVIK,Sofas,Furniture,Transform your space with the IKEA KIVIK. Crafted from Solid Oak with elegant finish. Dimensions: 152W x 72D x 91H cm. Features modern design that complements any interior. Assembly: Professional delivery.,3993.96,USD,3993.96,0,Pink,One Size,Solid Oak,"{""color"": ""Pink"", ""material"": ""Solid Oak"", ""dims"": ""152W x 72D x 91H cm"", ""assembly"": ""Professional delivery""}",Sofas|Furniture|IKEA,True,49,False,0,0.0,3.8,562,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600,SKU-IKE-57499,7.17,0,True,2024-06-23T07:27:55.791166,2026-01-18T23:01:49.979557
d18355e5-0607-45d6-92ed-6434bd899048,PROD-00037,Sennheiser HD 660S2,Sennheiser,HD 660S2,Headphones,Electronics,"Immerse yourself in sound with the Sennheiser HD 660S2. Industry-leading noise cancellation, 22 hours battery life, and premium drivers deliver exceptional audio quality. Features adaptive sound control, multipoint Bluetooth connection, and touch controls. Perfect for commuting, working, or relaxing.",455.1,USD,455.1,0,Blue,One Size,Premium,"{""color"": ""Blue"", ""processor"": ""Intel i7"", ""ram"": ""32GB"", ""storage"": ""256GB"", ""screen"": ""15-inch"", ""battery"": ""22 hours""}",Headphones|Electronics|Sennheiser,True,194,True,6,75.85,4.2,1722,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=600,SKU-SEN-96406,10.65,12,True,2025-10-22T08:40:19.655089,2025-12-31T02:42:13.067030
d8e3d82f-28e0-4cf2-86f3-cdc313e0772f,PROD-00038,ASICS Gel-Kayano 30,ASICS,Gel-Kayano 30,Running Gear,Sports,Push your limits with the ASICS Gel-Kayano 30. Engineered for peak performance with advanced technology and premium materials. Features ergonomic design for maximum comfort during intense workouts. Built to perform when it matters most.,218.28,USD,218.28,0,Gold,One Size,Premium,"{""color"": ""Gold""}",Running Gear|Sports|ASICS,True,123,False,0,0.0,5.0,1925,https://images.unsplash.com/photo-1476480862126-209bfaa8edc8?w=600,SKU-ASI-51863,13.76,36,True,2025-05-13T23:27:05.849806,2026-01-02T12:59:25.887549
