id,product_id,name,brand,model,category,sector,description,price,currency,original_price,discount_percent,color,size,material,attributes,tags,in_stock,stock_quantity,installment_available,installment_months,monthly_payment,avg_rating,review_count,image_url,sku,weight_kg,warranty_months,shipping_free,created_at,updated_at
1a0f57f8-f7d5-4155-9ae5-bc9653089484,PROD-00011,Cakebread Chardonnay,Cakebread,Chardonnay,White Wine,Wine,"Discover the Cakebread Chardonnay from Rioja. This exceptional vintage features notes of citrus and mineral, with a smooth, lingering finish. Perfect with grilled meats and aged cheese. Alcohol: 14.9%.",124.71,USD,155.09,20,Gray,One Size,Premium,"{""color"": ""Gray"", ""region"": ""Rioja"", ""vintage"": ""2023"", ""abv"": ""14.9"", ""notes"": ""citrus and mineral""}",White Wine|Wine|Cakebread,True,177,True,24,5.2,4.3,2116,https://images.unsplash.com/photo-1558001373-7b93ee48ffa0?w=600,SKU-CAK-38632,12.01,12,True,2024-02-10T21:04:32,2026-01-17T23:49:38
9c5d529f-fc22-47d5-b4ad-878f650e7610,PROD-00012,Herman Miller Embody,Herman Miller,Embody,Desks & Chairs,Furniture,Transform your space with the Herman Miller Embody. Crafted from Leather with elegant finish. Dimensions: 119W x 53D x 93H cm. Features modern design that complements any interior. Assembly: Professional delivery.,493.72,USD,600.5,18,Gold,One Size,Leather,"{""color"": ""Gold"", ""material"": ""Leather"", ""dims"": ""119W x 53D x 93H cm"", ""assembly"": ""Professional delivery""}",Desks & Chairs|Furniture|Herman Miller,True,27,True,3,164.57,4.1,819,https://images.unsplash.com/photo-1518455027359-f3f8164ba6bd?w=600,SKU-HER-68213,1.66,36,True,2024-06-23T17:00:42,2026-01-17T04:49:56
d8059bc6-1c73-4b63-a2e7-d4dd49de0939,PROD-00013,IKEA NORDVIKEN,IKEA,NORDVIKEN,Dining,Furniture,Transform your space with the IKEA NORDVIKEN. Crafted from Walnut with elegant finish. Dimensions: 177W x 93D x 110H cm. Features modern design that complements any interior. Assembly: No assembly.,1046.43,USD,1048.84,0,Blue,One Size,Walnut,"{""color"": ""Blue"", ""material"": ""Walnut"", ""dims"": ""177W x 93D x 110H cm"", ""assembly"": ""No assembly""}",Dining|Furniture|IKEA,True,118,True,12,87.2,4.7,1266,https://images.unsplash.com/photo-1617806118233-18e1de247200?w=600,SKU-IKE-81726,10.76,12,True,2024-12-12T02:49:32,2026-01-01T10:45:40
8568b77b-3209-4385-8283-ec23a50a396c,PROD-00014,Château Margaux Pavillon Rouge,Château Margaux,Pavillon Rouge,Red Wine,Wine,"Discover the Château Margaux Pavillon Rouge from Tuscany. This exceptional vintage features notes of cherry and vanilla, with a smooth, lingering finish. Perfect with grilled meats and aged cheese. Alcohol: 14.4%.",41.99,USD,41.99,0,Navy,One Size,Premium,"{""color"": ""Navy"", ""region"": ""Tuscany"", ""vintage"": ""2019"", ""abv"": ""14.4"", ""notes"": ""cherry and vanilla""}",Red Wine|Wine|Château Margaux,False,161,False,0,0.0,4.8,2215,https://images.unsplash.com/photo-1510812431401-41d2bd2722f3?w=600,SKU-CHÂ-57521,13.13,36,False,2025-01-04T04:16:22,2026-01-19T08:28:25
292520ac-dcf5-459a-920d-72fd33b8dc11,PROD-00015,Levi's 511 Slim,Levi's,511 Slim,Jeans,Fashion,Elevate your style with the Levi's 511 Slim. Crafted from premium Denim in Blue colorway. Features relaxed fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,79.23,USD,79.23,0,Blue,XXL,Denim,"{""color"": ""Blue"", ""size"": ""XXL"", ""material"": ""Denim"", ""fit"": ""relaxed fit"", ""occasion"": ""business""}",Jeans|Fashion|Levi's,True,34,False,0,0.0,4.9,2227,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-LEV-45133,13.39,36,True,2024-08-24T08:15:36,2025-12-22T01:30:03
86c41a22-fe97-4658-9cd2-cdf0bbf3d29a,PROD-00016,Coach Tabby Shoulder Bag,Coach,Tabby Shoulder Bag,Handbags,Fashion,Elevate your style with the Coach Tabby Shoulder Bag. Crafted from premium Polyester in Brown colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,426.79,USD,531.33,20,Brown,S,Polyester,"{""color"": ""Brown"", ""size"": ""S"", ""material"": ""Polyester"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Handbags|Fashion|Coach,True,26,True,24,17.78,4.2,1991,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=600,SKU-COA-44172,4.93,36,True,2025-09-01T15:36:14,2025-12-29T11:56:45
30f9c7dd-bbb9-4a4d-ab17-54044c9e832b,PROD-00017,AG The Legging,AG,The Legging,Jeans,Fashion,Elevate your style with the AG The Legging. Crafted from premium Wool in Pink colorway. Features slim fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,186.19,USD,186.19,0,Pink,XXL,Wool,"{""color"": ""Pink"", ""size"": ""XXL"", ""material"": ""Wool"", ""fit"": ""slim fit"", ""occasion"": ""business""}",Jeans|Fashion|AG,True,112,True,12,15.52,4.2,2266,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-AG-82954,14.82,36,True,2025-07-16T12:40:15,2026-01-11T06:18:39
faa09e43-987d-4b5e-b4ce-3be5f4f0d9fd,PROD-00018,Reformation Juliette Dress,Reformation,Juliette Dress,Dresses,Fashion,Elevate your style with the Reformation Juliette Dress. Crafted from premium Silk in Silver colorway. Features slim fit construction for all-day comfort. Perfect for athletic. Machine washable for easy care.,163.69,USD,163.69,0,Silver,XL,Silk,"{""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Silk"", ""fit"": ""slim fit"", ""occasion"": ""athletic""}",Dresses|Fashion|Reformation,True,59,True,3,54.56,4.6,150,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=600,SKU-REF-61007,12.9,24,True,2024-10-11T13:08:19,2026-01-04T05:40:22
b2ce5f47-d3b6-4d64-888c-f21c42e6c46e,PROD-00019,Google Pixel 8,Google,Pixel 8,Smartphones,Electronics,"Experience the Google Pixel 8 with its advanced 48MP camera system and 14-inch Super Retina XDR display. Powered by the latest chip with 1TB storage. Features 15 hours battery life, Face ID, and 5G connectivity for seamless performance.",1469.49,USD,1469.49,0,Gold,One Size,Premium,"{""color"": ""Gold"", ""processor"": ""Snapdragon 8"", ""ram"": ""16GB"", ""storage"": ""1TB"", ""screen"": ""14-inch"", ""battery"": ""15 hours""}",Smartphones|Electronics|Google,True,39,False,0,0.0,4.9,441,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=600,SKU-GOO-72577,6.06,0,True,2024-05-21T00:45:26,2026-01-01T04:47:17
aefb3e8d-0c16-41a2-8c0a-9ac49e7fdf54,PROD-00020,Godiva Truffle Flight,Godiva,Truffle Flight,Chocolates,Food,"Savor the exceptional quality of Godiva Truffle Flight. Sourced from USA and crafted using traditional methods. Fair Trade certified with no artificial preservatives. Perfect for gourmet cooking, gifting, or everyday indulgence.",65.78,USD,65.78,0,Blue,One Size,Premium,"{""color"": ""Blue"", ""weight"": ""1kg"", ""origin"": ""USA"", ""certification"": ""Fair Trade""}",Chocolates|Food|Godiva,True,14,False,0,0.0,4.6,420,https://images.unsplash.com/photo-1481391319762-47dff72954d9?w=600,SKU-GOD-12028,13.53,12,True,2025-09-05T06:58:17,2026-01-07T02:05:25
7798616e-8ce8-437b-aa97-531a189a28d3,PROD-00021,Citizen Promaster,Citizen,Promaster,Watches,Fashion,Elevate your style with the Citizen Promaster. Crafted from premium Linen in Beige colorway. Features slim fit construction for all-day comfort. Perfect for casual wear. Machine washable for easy care.,605.87,USD,605.87,0,Beige,XL,Linen,"{""color"": ""Beige"", ""size"": ""XL"", ""material"": ""Linen"", ""fit"": ""slim fit"", ""occasion"": ""casual wear""}",Watches|Fashion|Citizen,True,51,True,24,25.24,4.7,2095,https://images.unsplash.com/photo-1524592094714-0f0654e20314?w=600,SKU-CIT-59205,1.39,36,True,2024-04-09T15:44:49,2025-12-26T05:59:10
28948a65-7aca-4c10-90d6-e09ac6a19ec6,PROD-00022,West Elm Harmony Sofa,West Elm,Harmony Sofa,Sofas,Furniture,Transform your space with the West Elm Harmony Sofa. Crafted from Fabric with elegant finish. Dimensions: 184W x 45D x 108H cm. Features modern design that complements any interior. Assembly: No assembly.,3590.41,USD,3919.96,8,White,One Size,Fabric,"{""color"": ""White"", ""material"": ""Fabric"", ""dims"": ""184W x 45D x 108H cm"", ""assembly"": ""No assembly""}",Sofas|Furniture|West Elm,True,173,True,3,1196.8,4.0,267,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600,SKU-WES-19674,1.64,0,True,2024-11-11T08:46:03,2025-12-26T10:36:43
85b1e942-bd21-45e9-aa30-23d2fe342c70,PROD-00023,Fossil Grant,Fossil,Grant,Watches,Fashion,Elevate your style with the Fossil Grant. Crafted from premium Linen in Silver colorway. Features relaxed fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,327.48,USD,327.48,0,Silver,XL,Linen,"{""color"": ""Silver"", ""size"": ""XL"", ""material"": ""Linen"", ""fit"": ""relaxed fit"", ""occasion"": ""evening""}",Watches|Fashion|Fossil,True,98,True,6,54.58,5.0,2163,https://images.unsplash.com/photo-1524592094714-0f0654e20314?w=600,SKU-FOS-53938,6.02,24,True,2024-10-26T02:16:12,2026-01-07T10:40:00
b2504772-9871-40c0-b204-ff82487df63c,PROD-00024,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatches,Electronics,"The Garmin Forerunner 965 combines cutting-edge technology with premium design. Features brilliant display, long battery life, and seamless connectivity. Built for those who demand the best in portable electronics.",408.86,USD,408.86,0,Beige,One Size,Premium,"{""color"": ""Beige"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""16GB"", ""storage"": ""1TB"", ""screen"": ""15-inch"", ""battery"": ""22 hours""}",Smartwatches|Electronics|Garmin,True,118,True,6,68.14,3.9,1636,https://images.unsplash.com/photo-1579586337278-3befd40fd17a?w=600,SKU-GAR-30502,7.79,24,True,2025-05-04T04:40:42,2026-01-03T14:07:06
85cc7fdb-93bb-4d36-8795-d053925fb9c9,PROD-00025,Levi's 501 Original,Levi's,501 Original,Jeans,Fashion,Elevate your style with the Levi's 501 Original. Crafted from premium Linen in Brown colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,126.53,USD,126.53,0,Brown,XXL,Linen,"{""color"": ""Brown"", ""size"": ""XXL"", ""material"": ""Linen"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Jeans|Fashion|Levi's,True,109,False,0,0.0,4.5,702,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-LEV-46018,5.26,12,True,2025-10-09T04:22:15,2025-12-23T20:33:10
56033237-fed7-444a-a26f-ac35bd581eb4,PROD-00026,Apple MacBook Air M3,Apple,MacBook Air M3,Laptops,Electronics,"The Apple MacBook Air M3 delivers exceptional performance with its Apple M3 processor and 8GB RAM. Features a stunning 13-inch Retina display, 512GB SSD storage, and up to 18 hours battery life. Perfect for professionals, creatives, and students who demand power and portability.",963.58,USD,963.58,0,Pink,One Size,Premium,"{""color"": ""Pink"", ""processor"": ""Apple M3"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""screen"": ""13-inch"", ""battery"": ""18 hours""}",Laptops|Electronics|Apple,True,199,True,6,160.6,3.9,357,https://images.unsplash.com/photo-1525547719571-a2d4ac8945e2?w=600,SKU-APP-85036,4.91,12,True,2025-08-10T01:35:45,2026-01-13T01:11:53
5db078de-e094-403b-b273-76c351f7d0d3,PROD-00027,AG The Prima,AG,The Prima,Jeans,Fashion,Elevate your style with the AG The Prima. Crafted from premium Linen in Silver colorway. Features relaxed fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,217.84,USD,217.84,0,Silver,M,Linen,"{""color"": ""Silver"", ""size"": ""M"", ""material"": ""Linen"", ""fit"": ""relaxed fit"", ""occasion"": ""business""}",Jeans|Fashion|AG,True,142,False,0,0.0,4.3,581,https://images.unsplash.com/photo-1542272604-787c3835535d?w=600,SKU-AG-29333,11.08,36,True,2025-03-12T18:25:32,2025-12-27T19:21:44
99060724-6770-4223-97a6-7e457792f6d1,PROD-00028,Apple iPad Pro 12.9,Apple,iPad Pro 12.9,Tablets,Electronics,"The Apple iPad Pro 12.9 combines cutting-edge technology with premium design. Features brilliant display, long battery life, and seamless connectivity. Built for those who demand the best in portable electronics.",912.03,USD,998.85,9,White,One Size,Premium,"{""color"": ""White"", ""processor"": ""Snapdragon 8"", ""ram"": ""8GB"", ""storage"": ""512GB"", ""screen"": ""13-inch"", ""battery"": ""22 hours""}",Tablets|Electronics|Apple,True,97,False,0,0.0,4.4,1159,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=600,SKU-APP-45758,3.66,12,True,2026-01-06T15:14:28,2026-01-09T02:57:14
c1e3a467-c01e-44c0-a684-6862b3b26e5b,PROD-00029,Herman Miller Aeron Chair,Herman Miller,Aeron Chair,Desks & Chairs,Furniture,Transform your space with the Herman Miller Aeron Chair. Crafted from Leather with elegant finish. Dimensions: 93W x 98D x 105H cm. Features modern design that complements any interior. Assembly: Easy assembly.,1619.64,USD,1619.64,0,Beige,One Size,Leather,"{""color"": ""Beige"", ""material"": ""Leather"", ""dims"": ""93W x 98D x 105H cm"", ""assembly"": ""Easy assembly""}",Desks & Chairs|Furniture|Herman Miller,False,159,True,6,269.94,4.3,2423,https://images.unsplash.com/photo-1518455027359-f3f8164ba6bd?w=600,SKU-HER-37386,1.42,36,True,2024-03-22T11:21:05,2026-01-17T13:06:12
030d0c5a-fdb8-4f72-9f86-10c552323e41,PROD-00030,ASICS Gel-Kayano 30,ASICS,Gel-Kayano 30,Running Gear,Sports,Push your limits with the ASICS Gel-Kayano 30. Engineered for peak performance with advanced technology and premium materials. Features ergonomic design for maximum comfort during intense workouts. Built to perform when it matters most.,166.49,USD,166.49,0,Blue,One Size,Premium,"{""color"": ""Blue""}",Running Gear|Sports|ASICS,True,145,False,0,0.0,4.5,2356,https://images.unsplash.com/photo-1476480862126-209bfaa8edc8?w=600,SKU-ASI-58126,14.05,12,True,2024-09-04T23:38:55,2026-01-08T07:15:53
f15fe8d2-8c49-4af2-8d05-1783b07af29c,PROD-00031,Tory Burch Kira Chevron,Tory Burch,Kira Chevron,Handbags,Fashion,Elevate your style with the Tory Burch Kira Chevron. Crafted from premium Linen in Navy colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,144.94,USD,144.94,0,Navy,XS,Linen,"{""color"": ""Navy"", ""size"": ""XS"", ""material"": ""Linen"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Handbags|Fashion|Tory Burch,True,107,True,12,12.08,4.4,729,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=600,SKU-TOR-96922,12.34,12,True,2025-04-13T17:02:00,2025-12-31T01:57:42
e1afb36b-ff79-44a5-bf8e-98393ce4dc2b,PROD-00032,H&M Party Dress,H&M,Party Dress,Dresses,Fashion,Elevate your style with the H&M Party Dress. Crafted from premium Wool in Black colorway. Features relaxed fit construction for all-day comfort. Perfect for business. Machine washable for easy care.,126.41,USD,126.41,0,Black,XS,Wool,"{""color"": ""Black"", ""size"": ""XS"", ""material"": ""Wool"", ""fit"": ""relaxed fit"", ""occasion"": ""business""}",Dresses|Fashion|H&M,True,200,True,6,21.07,4.7,1200,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=600,SKU-H&M-27171,1.66,36,True,2025-07-21T12:34:49,2025-12-25T02:58:01
bd4d2493-91f6-4ddc-976d-3504b4832004,PROD-00033,Macallan 12 Year Sherry Oak,Macallan,12 Year Sherry Oak,Spirits,Wine,"Discover the Macallan 12 Year Sherry Oak from Napa Valley. This exceptional vintage features notes of cherry and vanilla, with a smooth, lingering finish. Perfect with grilled meats and aged cheese. Alcohol: 13.9%.",229.17,USD,229.17,0,Gold,One Size,Premium,"{""color"": ""Gold"", ""region"": ""Napa Valley"", ""vintage"": ""2018"", ""abv"": ""13.9"", ""notes"": ""cherry and vanilla""}",Spirits|Wine|Macallan,True,49,True,12,19.1,4.7,930,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=600,SKU-MAC-35990,11.75,24,True,2024-02-25T20:38:16,2026-01-01T19:27:00
c1467270-e7c2-447c-aea8-5f762f318503,PROD-00034,Reformation Juliette Dress,Reformation,Juliette Dress,Dresses,Fashion,Elevate your style with the Reformation Juliette Dress. Crafted from premium Nylon in Gray colorway. Features slim fit construction for all-day comfort. Perfect for athletic. Machine washable for easy care.,323.79,USD,323.79,0,Gray,S,Nylon,"{""color"": ""Gray"", ""size"": ""S"", ""material"": ""Nylon"", ""fit"": ""slim fit"", ""occasion"": ""athletic""}",Dresses|Fashion|Reformation,True,112,False,0,0.0,3.9,2476,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=600,SKU-REF-15188,11.34,24,True,2025-09-12T17:26:52,2026-01-04T19:05:27
21e875f4-010d-40ec-ba9c-ad651a29bf6a,PROD-00035,Adidas Superstar,Adidas,Superstar,Shoes,Fashion,Elevate your style with the Adidas Superstar. Crafted from premium Leather in Green colorway. Features slim fit construction for all-day comfort. Perfect for evening. Machine washable for easy care.,96.05,USD,96.05,0,Green,M,Leather,"{""color"": ""Green"", ""size"": ""M"", ""material"": ""Leather"", ""fit"": ""slim fit"", ""occasion"": ""evening""}",Shoes|Fashion|Adidas,True,149,False,0,0.0,4.2,1605,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=600,SKU-ADI-79539,11.05,0,True,2024-03-23T05:50:22,2026-01-02T01:09:01
829fafea-7399-40ef-8538-6a10bf7a0393,PROD-00036,IKEA KIVIK,IKEA,KIVIK,Sofas,Furniture,Transform your space with the IKEA KIVIK. Crafted from Solid Oak with elegant finish. Dimensions: 152W x 72D x 91H cm. Features modern design that complements any interior. Assembly: Professional delivery.,3993.96,USD,3993.96,0,Pink,One Size,Solid Oak,"{""color"": ""Pink"", ""material"": ""Solid Oak"", ""dims"": ""152W x 72D x 91H cm"", ""assembly"": ""Professional delivery""}",Sofas|Furniture|IKEA,True,49,False,0,0.0,3.8,562,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600,SKU-IKE-57499,7.17,0,True,2025-11-24T06:50:08,2025-12-26T15:36:16
6ab3187b-3113-42a4-80fc-a46d5f25d171,PROD-00037,Sennheiser HD 660S2,Sennheiser,HD 660S2,Headphones,Electronics,"Immerse yourself in sound with the Sennheiser HD 660S2. Industry-leading noise cancellation, 22 hours battery life, and premium drivers deliver exceptional audio quality. Features adaptive sound control, multipoint Bluetooth connection, and touch controls. Perfect for commuting, working, or relaxing.",455.1,USD,455.1,0,Blue,One Size,Premium,"{""color"": ""Blue"", ""processor"": ""Intel i7"", ""ram"": ""32GB"", ""storage"": ""256GB"", ""screen"": ""15-inch"", ""battery"": ""22 hours""}",Headphones|Electronics|Sennheiser,True,194,True,6,75.85,4.2,1722,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=600,SKU-SEN-96406,10.65,12,True,2024-11-11T12:28:33,2026-01-04T05:47:31
1a4f51ad-b806-47fd-a356-e5304940579e,PROD-00038,ASICS Gel-Kayano 30,ASICS,Gel-Kayano 30,Running Gear,Sports,Push your limits with the ASICS Gel-Kayano 30. Engineered for peak performance with advanced technology and premium materials. Features ergonomic design for maximum comfort during intense workouts. Built to perform when it matters most.,218.28,USD,218.28,0,Gold,One Size,Premium,"{""color"": ""Gold""}",Running Gear|Sports|ASICS,True,123,False,0,0.0,5.0,1925,https://images.unsplash.com/photo-1476480862126-209bfaa8edc8?w=600,SKU-ASI-51863,13.76,36,True,2025-01-07T10:35:24,2026-01-08T10:59:23
f8598ac1-ae01-4403-8b79-2a387851a866,PROD-00039,Rogue Echo Bike,Rogue,Echo Bike,Fitness Equipment,Sports,Push your limits with the Rogue Echo Bike. Engineered for peak performance with advanced technology and premium materials. Features ergonomic design for maximum comfort during intense workouts. Built to perform when it matters most.,299.9,USD,299.9,0,Navy,One Size,Premium,"{""color"": ""Navy""}",Fitness Equipment|Sports|Rogue,True,135,False,0,0.0,4.2,1096,https://images.unsplash.com/photo-1534438327276-14e5300c3a48?w=600,SKU-ROG-47722,8.52,36,True,2024-05-26T14:30:05,2026-01-08T17:13:17
